"row id; same id space as hh_row in psps_households.dta","household identifier","PSPS item code","acquisition slot: 2 purchased, 3 own production, 4 gift","acquisition route: purchased, own_production, or gift","province","municipality","food item","unit as the household reported it","harmonized market-survey unit; blank where none applies","quantity reported, in the unit named by pull_nsu_unit","implied unit value, PHP per unit; all acquisition modes (A10)","grams (or mL) per unit for this household's row","q_h * cf_h; total grams for this row; missing if not converted","20a conversion path: 1 standard unit, 2 NSU, 3 not an NSU","how this row got its grams, or why it did not","1 = this row has a gram figure","0 matched or standard-unit; 1-3 a borrowed rung; missing if unconverted","1 = the household price ratio was clamped to t=5 (conv_path 2 only)","1 = no computable unit value on this row (e_h or q_h absent)","weighings behind cf_h, at the level used; missing off conv_path 2","1 = fewer than 3 weighings behind the estimate; treat as uncertain","hetero-blind: grams in one unit of this NSU, cell pooled across hetero-groups","hetero-blind: q_h * cf_h_blind -- the no-price-matching counterfactual","hetero-blind: dimension of cf_h_blind (1 = g, 2 = mL)","hetero-blind rung: 1 cell pooled, 2 province, 3 regional (never 0)","hetero-blind: how this row got its grams, or why it did not","hetero-blind: weighings behind cf_h_blind","1 = the hetero-blind ladder produced grams for this row"
65935,H011327,bev_3,2,purchased,CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,65,354.5454545454546,709.0909090909091,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,375,750,2,1,blind: cell pooled,3,1
65936,H011327,fish_1,2,purchased,CAPIZ,DAO,fresh fish,kilograms (kg),,1,180,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65937,H011327,grain_1,2,purchased,CAPIZ,DAO,rice,kilograms (kg),,4,54,1000,4000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65938,H011327,meat_3,2,purchased,CAPIZ,DAO,chicken,kilograms (kg),,.5,170,1000,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65939,H011327,veg_3,3,own_production,CAPIZ,DAO,camote tops,bugkos,bugkos,1,10,87.5,87.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,210,210,1,2,blind: cell pooled,51,1
65940,H011327,veg_4,2,purchased,CAPIZ,DAO,camote,kilograms (kg),,.5,40,1000,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65941,H011328,fish_1,2,purchased,CAPIZ,DUMARAO,fresh fish,grams (g),,500,.2,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65942,H011328,grain_1,2,purchased,CAPIZ,DUMARAO,rice,kilograms (kg),,2,56,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65943,H011328,veg_3,2,purchased,CAPIZ,DUMARAO,camote tops,bugkos,bugkos,1,10,87.5,87.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,210,210,1,2,blind: cell pooled,51,1
65944,H011329,grain_1,2,purchased,ILOILO,LEON,rice,kilograms (kg),,12,50,1000,12000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65945,H011329,meat_3,2,purchased,ILOILO,LEON,chicken,kilograms (kg),,1,300,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65946,H011330,bev_1,2,purchased,ILOILO,MINA,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,7,30,18927.1,132489.7,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65947,H011330,bev_2,2,purchased,ILOILO,MINA,beer,botelya (500ml),,14,60,500,7000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65948,H011330,bev_3,2,purchased,ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,65,323.3830845771144,323.3830845771144,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,375,375,2,1,blind: cell pooled,5,1
65949,H011330,grain_1,2,purchased,ILOILO,MINA,rice,gantang,,3,140,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65950,H011330,meat_2,2,purchased,ILOILO,MINA,pork,kilograms (kg),,4,380,1000,4000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65951,H011330,meat_3,2,purchased,ILOILO,MINA,chicken,kilograms (kg),,2,180,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65952,H011330,meat_4,2,purchased,ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",kilograms (kg),,3,160,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65953,H011330,veg_3,3,own_production,ILOILO,MINA,camote tops,bugkos,bugkos,1,40,290,290,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,145,145,1,1,blind: cell pooled,4,1
65954,H011331,fish_1,2,purchased,ANTIQUE,HAMTIC,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65955,H011331,grain_1,2,purchased,ANTIQUE,HAMTIC,rice,kilograms (kg),,10,45,1000,10000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65956,H011331,grain_2,2,purchased,ANTIQUE,HAMTIC,loaf bread,gagmay nga putos,small packs,20,10,58,1160,NSU via market survey,matched price point,1,the cell's own weighings,1,0,1,1,375,7500,1,2,blind: cell pooled,32,1
65957,H011331,meat_3,2,purchased,ANTIQUE,HAMTIC,chicken,kilograms (kg),,1,230,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65958,H011331,sweet_1,2,purchased,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gmay nga cup,small cup,10,15,50,500,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,100,1000,2,1,blind: cell pooled,3,1
65959,H011331,veg_3,2,purchased,ANTIQUE,HAMTIC,camote tops,bundle,bundle,1,5,610,610,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,9,0,610,610,1,2,blind: province pool,9,1
65960,H011331,veg_4,2,purchased,ANTIQUE,HAMTIC,camote,kilograms (kg),,1,60,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65961,H011332,fish_1,2,purchased,AKLAN,MALAY,fresh fish,kilograms (kg),,1,60,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65962,H011332,fish_1,4,gift,AKLAN,MALAY,fresh fish,kilograms (kg),,2,150,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65963,H011332,grain_1,2,purchased,AKLAN,MALAY,rice,grams (g),,3,140,1,3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65964,H011332,meat_4,2,purchased,AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),,500,.18,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65965,H011332,sweet_1,2,purchased,AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",binilog,pieces or units,2,10,,,NSU via market survey,refused: A11 spelling gap,0,,0,0,,,,,,,refused: A11 spelling gap,,0
65966,H011332,veg_3,3,own_production,AKLAN,MALAY,camote tops,bundle,bundle,1,10,790,790,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,35,0,790,790,1,2,blind: province pool,35,1
65967,H011333,bev_1,2,purchased,ILOILO,AJUY,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,3,20,18927.1,56781.3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65968,H011333,fish_1,2,purchased,ILOILO,AJUY,fresh fish,kilograms (kg),,4,180,1000,4000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65969,H011333,fruit_1,2,purchased,ILOILO,AJUY,mango,bilog,pieces or units,3,40,400.4082861134472,1201.224858340342,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,230,690,1,2,blind: cell pooled,289,1
65970,H011333,grain_1,2,purchased,ILOILO,AJUY,rice,gantang,,5,130,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65971,H011333,grain_2,2,purchased,ILOILO,AJUY,loaf bread,dalagku nga putos,large packs,2,80,529.2564280750521,1058.512856150104,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,640,1280,1,2,blind: cell pooled,188,1
65972,H011333,grain_3,2,purchased,ILOILO,AJUY,"crackers, cookies, buiscuits, chips/curls",putos,putos,1,220,482.9268292682927,482.9268292682927,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,290,290,1,1,blind: cell pooled,3,1
65973,H011333,meat_1,2,purchased,ILOILO,AJUY,beef,kilograms (kg),,1,340,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65974,H011333,meat_3,2,purchased,ILOILO,AJUY,chicken,kilograms (kg),,2.5,200,1000,2500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65975,H011333,meat_4,2,purchased,ILOILO,AJUY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,46.66666666666666,186.6666666666667,560,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,325,975,1,1,blind: cell pooled,3,1
65976,H011333,sweet_1,2,purchased,ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,1,25,62.5,62.5,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,60,0,62.5,62.5,1,2,blind: province pool,60,1
65977,H011333,veg_1,2,purchased,ILOILO,AJUY,cabbage,bilog,pieces or units,1,35,492.1875,492.1875,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,825,825,1,1,blind: cell pooled,5,1
65978,H011333,veg_2,2,purchased,ILOILO,AJUY,carrot,bilog,pieces or units,2,7.5,31.875,63.75,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,127.5,255,1,1,blind: cell pooled,4,1
65979,H011333,veg_3,2,purchased,ILOILO,AJUY,camote tops,bugkos,bugkos,4,10,162.5,650,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,325,1300,1,1,blind: cell pooled,3,1
65980,H011333,veg_4,4,gift,ILOILO,AJUY,camote,kilograms (kg),,5,60,1000,5000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65981,H011334,bev_1,2,purchased,ANTIQUE,SAN REMIGIO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,3,20,18927.1,56781.3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65982,H011334,fish_1,2,purchased,ANTIQUE,SAN REMIGIO,fresh fish,kilograms (kg),,3.5,200,1000,3500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65983,H011334,grain_1,2,purchased,ANTIQUE,SAN REMIGIO,rice,gantang,,3.5,130,2250,7875,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65984,H011334,veg_1,2,purchased,ANTIQUE,SAN REMIGIO,cabbage,binilog,pieces or units,1,50,416.6666666666667,416.6666666666667,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,655,655,1,1,blind: cell pooled,9,1
65985,H011334,veg_2,2,purchased,ANTIQUE,SAN REMIGIO,carrot,binilog,pieces or units,2,20,82.5,165,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,165,330,1,1,blind: cell pooled,9,1
65986,H011334,veg_3,3,own_production,ANTIQUE,SAN REMIGIO,camote tops,bugkos,bugkos,5,10,115,575,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,230,1150,1,1,blind: cell pooled,6,1
65987,H011335,bev_1,3,own_production,ANTIQUE,HAMTIC,"mineral or spring water, all drinking water sold in containers",gallons,,14,30,3785.41,52995.74,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65988,H011335,bev_3,2,purchased,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,4,80,187.5,750,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,375,1500,2,1,blind: cell pooled,8,1
65989,H011335,fish_1,2,purchased,ANTIQUE,HAMTIC,fresh fish,kilograms (kg),,3,200,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65990,H011335,grain_1,2,purchased,ANTIQUE,HAMTIC,rice,gantang,,7,99,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65991,H011335,grain_2,2,purchased,ANTIQUE,HAMTIC,loaf bread,gagmay nga putos,small packs,20,5,58,1160,NSU via market survey,matched price point,1,the cell's own weighings,1,0,1,1,375,7500,1,2,blind: cell pooled,32,1
65992,H011335,meat_2,2,purchased,ANTIQUE,HAMTIC,pork,kilograms (kg),,2,380,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65993,H011336,fish_1,2,purchased,NEGROS OCCIDENTAL,LA CASTELLANA,fresh fish,kilograms (kg),,3,220,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65994,H011336,grain_1,3,own_production,NEGROS OCCIDENTAL,LA CASTELLANA,rice,gantang,,7,100,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65995,H011336,meat_3,3,own_production,NEGROS OCCIDENTAL,LA CASTELLANA,chicken,bilog,bilog,1,300,1400.625100909211,1400.625100909211,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,1247.5,1247.5,1,1,blind: cell pooled,4,1
65996,H011336,veg_3,3,own_production,NEGROS OCCIDENTAL,LA CASTELLANA,camote tops,bugkos,bugkos,2,10,93.75,187.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,317.5,635,1,2,blind: cell pooled,74,1
65997,H011336,veg_4,2,purchased,NEGROS OCCIDENTAL,LA CASTELLANA,camote,kilograms (kg),,1,50,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65998,H011337,fish_1,2,purchased,CAPIZ,PILAR,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65999,H011337,grain_1,3,own_production,CAPIZ,PILAR,rice,kilograms (kg),,10,50,1000,10000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66000,H011337,meat_3,2,purchased,CAPIZ,PILAR,chicken,grams (g),,500,.3,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66001,H011337,veg_3,3,own_production,CAPIZ,PILAR,camote tops,bugkos,bugkos,2,10,62.5,125,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,125,250,1,1,blind: cell pooled,3,1
66002,H011338,fish_1,2,purchased,ILOILO,DUEAS,fresh fish,bilog,pieces or units,3,33.33333333333334,25.33333333333333,76,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,520,1560,1,1,blind: cell pooled,9,1
66003,H011338,grain_1,4,gift,ILOILO,DUEAS,rice,salmon,salmon,14,20.71428571428572,410,5740,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,21,0,410,5740,1,2,blind: province pool,21,1
66004,H011338,meat_4,2,purchased,ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,40,156,156,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,250,250,1,1,blind: cell pooled,5,1
66005,H011338,veg_3,3,own_production,ILOILO,DUEAS,camote tops,bugkos,bugkos,2,25,193.75,387.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,155,310,1,1,blind: cell pooled,5,1
66006,H011338,veg_4,3,own_production,ILOILO,DUEAS,camote,bundle,bundle,2,20,,,NSU via market survey,refused: nothing anywhere,0,,0,0,,,,,,,refused: nothing anywhere,,0
66007,H011339,bev_1,2,purchased,ILOILO,LEGANES,"mineral or spring water, all drinking water sold in containers",gallons,,1,35,3785.41,3785.41,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66008,H011339,grain_1,2,purchased,ILOILO,LEGANES,rice,kilograms (kg),,12,54.16666666666666,1000,12000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66009,H011339,grain_2,2,purchased,ILOILO,LEGANES,loaf bread,gagmay nga putos,small packs,7,8,385,2695,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,123,0,385,2695,1,2,blind: province pool,123,1
66010,H011340,bev_1,2,purchased,ILOILO,JANIUAY,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,4,20,18927.1,75708.39999999999,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66011,H011340,bev_3,2,purchased,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,5,85,398.4375,1992.1875,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,375,1875,2,1,blind: cell pooled,6,1
66012,H011340,fish_1,2,purchased,ILOILO,JANIUAY,fresh fish,kilograms (kg),,1,220,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66013,H011340,grain_1,3,own_production,ILOILO,JANIUAY,rice,gantang,,21,110,2250,47250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66014,H011340,meat_3,3,own_production,ILOILO,JANIUAY,chicken,whole (chicken),whole (chicken),1,280,1185.443786982248,1185.443786982248,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,1090,1090,1,1,blind: cell pooled,9,1
66015,H011340,sweet_1,3,own_production,ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,5,5,62.5,312.5,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,60,0,62.5,312.5,1,2,blind: province pool,60,1
66016,H011341,fish_1,2,purchased,ILOILO,SAN JOAQUIN,fresh fish,kilograms (kg),,1,180,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66017,H011341,grain_1,2,purchased,ILOILO,SAN JOAQUIN,rice,gantang,,7,123,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66018,H011342,bev_1,2,purchased,ILOILO,CABATUAN,"mineral or spring water, all drinking water sold in containers",gallons,,2,25,3785.41,7570.82,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66019,H011342,bev_3,2,purchased,ILOILO,CABATUAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,3,80,500,1500,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,580,1740,2,1,blind: cell pooled,6,1
66020,H011342,fish_1,2,purchased,ILOILO,CABATUAN,fresh fish,kilograms (kg),,2,100,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66021,H011342,grain_1,4,gift,ILOILO,CABATUAN,rice,gantang,,4,140,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66022,H011342,meat_2,2,purchased,ILOILO,CABATUAN,pork,grams (g),,500,.3,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66023,H011342,meat_3,2,purchased,ILOILO,CABATUAN,chicken,bilog,bilog,1,190,1072.5,1072.5,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,130,0,1072.5,1072.5,1,2,blind: province pool,130,1
66024,H011342,meat_4,2,purchased,ILOILO,CABATUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,40,250,500,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,182,0,250,500,1,2,blind: province pool,182,1
66025,H011342,sweet_1,2,purchased,ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,putos,3,12,89.7,269.1,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,65,195,1,2,blind: cell pooled,51,1
66026,H011342,veg_1,2,purchased,ILOILO,CABATUAN,cabbage,bilog,pieces or units,1,50,500,500,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,535,535,1,1,blind: cell pooled,21,1
66027,H011343,bev_3,2,purchased,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,75,375,750,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,375,750,2,1,blind: cell pooled,9,1
66028,H011343,fish_1,2,purchased,ILOILO,CALINOG,fresh fish,kilograms (kg),,2,200,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66029,H011343,grain_1,3,own_production,ILOILO,CALINOG,rice,kilograms (kg),,10,50,1000,10000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66030,H011343,veg_3,3,own_production,ILOILO,CALINOG,camote tops,bugkos,bugkos,3,10,72.5,217.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,145,435,1,1,blind: cell pooled,4,1
66031,H011344,fish_1,2,purchased,ANTIQUE,VALDERRAMA,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66032,H011344,grain_1,2,purchased,ANTIQUE,VALDERRAMA,rice,gantang,,4,120,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66033,H011344,veg_3,3,own_production,ANTIQUE,VALDERRAMA,camote tops,bugkos,bugkos,1,10,105,105,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,210,210,1,1,blind: cell pooled,3,1
66034,H011345,fish_1,2,purchased,ILOILO,IGBARAS,fresh fish,kilograms (kg),,1,180,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66035,H011345,grain_1,3,own_production,ILOILO,IGBARAS,rice,kilograms (kg),,14,40,1000,14000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66036,H011345,meat_3,3,own_production,ILOILO,IGBARAS,chicken,bilog,bilog,1,250,870,870,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,935,935,1,1,blind: cell pooled,5,1
66037,H011345,veg_3,3,own_production,ILOILO,IGBARAS,camote tops,bugkos,bugkos,1,20,105,105,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,105,105,1,1,blind: cell pooled,3,1
66038,H011346,grain_1,2,purchased,ILOILO,OTON,rice,gantang,,10,130,2250,22500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66039,H011346,grain_3,2,purchased,ILOILO,OTON,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,7,8,6,42,NSU via market survey,matched price point,1,the cell's own weighings,1,0,4,0,32.5,227.5,1,1,blind: cell pooled,8,1
66040,H011347,fish_1,2,purchased,ANTIQUE,SIBALOM,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
66041,H011347,fruit_1,2,purchased,ANTIQUE,SIBALOM,mango,kilograms (kg),,1,120,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
